Id,price
1,965.0
2,2982.0
3,737.0
4,2859.0
5,1123.0
6,7840.0
7,7743.0
8,5405.0
9,1840.0
10,933.0
11,1813.0
12,1415.0
13,4291.0
14,5189.0
15,1656.0
16,2079.0
17,2354.0
18,15210.0
19,5516.0
20,5242.0
21,1881.0
22,954.0
23,848.0
24,1332.0
25,5268.0
26,2939.0
27,13110.0
28,1415.0
29,2372.0
30,1355.0
31,1238.0
32,708.0
33,7980.0
34,5094.0
35,8719.0
36,2246.0
37,6368.0
38,1058.0
39,558.0
40,1569.0
41,3175.0
42,10729.0
43,7672.0
44,5654.0
45,1053.0
46,949.0
47,1736.0
48,610.0
49,641.0
50,891.0
51,489.0
52,3174.0
53,18343.0
54,907.0
55,11116.0
56,15064.0
57,4369.0
58,1662.0
59,18648.0
60,7504.0
61,743.0
62,4119.0
63,13337.0
64,13508.0
65,1736.0
66,8988.0
67,2535.0
68,1066.0
69,1013.0
70,1294.0
71,1453.0
72,675.0
73,6644.0
74,675.0
75,4912.0
76,4090.0
77,1689.0
78,8737.0
79,3246.0
80,1182.0
81,11089.0
82,921.0
83,5454.0
84,5989.0
85,408.0
86,3782.0
87,5697.0
88,4729.0
89,5756.0
90,2090.0
91,15249.0
92,858.0
93,765.0
94,492.0
95,584.0
96,565.0
97,1803.0
98,2978.0
99,2473.0
100,2351.0
101,13229.0
102,1698.0
103,776.0
104,4362.0
105,3539.0
106,5420.0
107,1605.0
108,11229.0
109,1116.0
110,1116.0
111,3210.0
112,870.0
113,788.0
114,632.0
115,537.0
116,11113.0
117,982.0
118,992.0
119,919.0
120,4912.0
121,765.0
122,828.0
123,7682.0
124,1975.0
125,1564.0
126,505.0
127,5780.0
128,4824.0
129,1098.0
130,945.0
131,1013.0
132,6548.0
133,1013.0
134,5543.0
135,18700.0
136,9710.0
137,586.0
138,1786.0
139,810.0
140,802.0
141,6210.0
142,1777.0
143,7162.0
144,842.0
145,4021.0
146,3348.0
147,6324.0
148,1199.0
149,6947.0
150,1240.0
151,11089.0
152,4119.0
153,903.0
154,872.0
155,956.0
156,6139.0
157,3689.0
158,3091.0
159,1656.0
160,8029.0
161,6260.0
162,648.0
163,684.0
164,10389.0
165,7504.0
166,1704.0
167,698.0
168,1405.0
169,4158.0
170,898.0
171,6449.0
172,4676.0
173,8722.0
174,13229.0
175,13110.0
176,5430.0
177,4616.0
178,672.0
179,3136.0
180,2079.0
181,558.0
182,1014.0
183,2668.0
184,2300.0
185,1013.0
186,1116.0
187,1561.0
188,2453.0
189,1875.0
190,4478.0
191,4570.0
192,921.0
193,5587.0
194,14258.0
195,3027.0
196,8224.0
197,4246.0
198,4478.0
199,3819.0
200,746.0
201,5538.0
202,756.0
203,5914.0
204,8590.0
205,1127.0
206,5599.0
207,5107.0
208,3504.0
209,5047.0
210,6133.0
211,882.0
212,1758.0
213,2144.0
214,1813.0
215,13610.0
216,1211.0
217,2870.0
218,470.0
219,3242.0
220,1629.0
221,13824.0
222,5370.0
223,698.0
224,1584.0
225,675.0
226,673.0
227,978.0
228,2206.0
229,4044.0
230,2565.0
231,1644.0
232,619.0
233,523.0
234,2015.0
235,15364.0
236,898.0
237,844.0
238,4743.0
239,605.0
240,4899.0
241,2119.0
242,608.0
243,17689.0
244,5559.0
245,8796.0
246,4726.0
247,776.0
248,807.0
249,1720.0
250,4821.0
251,7548.0
252,8793.0
253,586.0
254,11867.0
255,791.0
256,18524.0
257,5027.0
258,1420.0
259,949.0
260,7553.0
261,1186.0
262,2211.0
263,844.0
264,8647.0
265,1694.0
266,844.0
267,13588.0
268,1980.0
269,13069.0
270,5904.0
271,5531.0
272,4939.0
273,591.0
274,7040.0
275,855.0
276,3954.0
277,5026.0
278,1104.0
279,1979.0
280,1013.0
281,432.0
282,13596.0
283,6509.0
284,1659.0
285,4504.0
286,628.0
287,3093.0
288,728.0
289,14177.0
290,2387.0
291,3733.0
292,3011.0
293,2434.0
294,4057.0
295,828.0
296,1326.0
297,6316.0
298,5723.0
299,641.0
300,14498.0
301,7409.0
302,1058.0
303,969.0
304,7389.0
305,1047.0
306,847.0
307,1779.0
308,799.0
309,11650.0
310,506.0
311,13434.0
312,904.0
313,984.0
314,526.0
315,802.0
316,2309.0
317,969.0
318,6240.0
319,650.0
320,4691.0
321,3095.0
322,776.0
323,5739.0
324,3931.0
325,3282.0
326,756.0
327,714.0
328,11341.0
329,658.0
330,1566.0
331,4162.0
332,5543.0
333,10920.0
334,2674.0
335,3348.0
336,1415.0
337,4119.0
338,1633.0
339,13752.0
340,1662.0
341,6666.0
342,11567.0
343,2276.0
344,11009.0
345,982.0
346,872.0
347,2487.0
348,3311.0
349,4313.0
350,454.0
351,15109.0
352,945.0
353,3854.0
354,6438.0
355,1768.0
356,2316.0
357,14414.0
358,2214.0
359,1427.0
360,1914.0
361,798.0
362,4478.0
363,2458.0
364,874.0
365,917.0
366,367.0
367,2456.0
368,1276.0
369,1698.0
370,5273.0
371,1781.0
372,2596.0
373,512.0
374,2803.0
375,4916.0
376,4119.0
377,9116.0
378,3180.0
379,1442.0
380,1013.0
381,2763.0
382,3644.0
383,6403.0
384,699.0
385,709.0
386,605.0
387,1720.0
388,574.0
389,3234.0
390,709.0
391,920.0
392,5632.0
393,8324.0
394,2944.0
395,1590.0
396,1052.0
397,10023.0
398,1085.0
399,1002.0
400,10698.0
401,5215.0
402,694.0
403,2064.0
404,10688.0
405,2277.0
406,4044.0
407,1431.0
408,4381.0
409,2027.0
410,1806.0
411,739.0
412,1359.0
413,4691.0
414,921.0
415,4314.0
416,1154.0
417,4661.0
418,844.0
419,363.0
420,1430.0
421,491.0
422,612.0
423,17497.0
424,7056.0
425,1873.0
426,2117.0
427,2355.0
428,1557.0
429,2119.0
430,1013.0
431,1076.0
432,2583.0
433,4249.0
434,4591.0
435,1409.0
436,1160.0
437,6449.0
438,650.0
439,8108.0
440,541.0
441,15017.0
442,6416.0
443,12369.0
444,870.0
445,586.0
446,1574.0
447,2925.0
448,579.0
449,706.0
450,7487.0
451,7125.0
452,1979.0
453,2587.0
454,13337.0
455,10874.0
456,695.0
457,917.0
458,571.0
459,7858.0
460,2944.0
461,926.0
462,15708.0
463,1041.0
464,6922.0
465,1049.0
466,11921.0
467,1097.0
468,1055.0
469,1847.0
470,3534.0
471,3976.0
472,14489.0
473,2585.0
474,6139.0
475,956.0
476,644.0
477,9335.0
478,6139.0
479,12853.0
480,648.0
481,1013.0
482,3601.0
483,1915.0
484,11933.0
485,3623.0
486,9918.0
487,12000.0
488,1600.0
489,8596.0
490,4691.0
491,828.0
492,1125.0
493,911.0
494,788.0
495,844.0
496,5169.0
497,418.0
498,6895.0
499,10498.0
500,675.0
501,1056.0
502,3830.0
503,2599.0
504,6768.0
505,596.0
506,720.0
507,673.0
508,8043.0
509,790.0
510,5712.0
511,951.0
512,7532.0
513,18080.0
514,14844.0
515,828.0
516,6568.0
517,6751.0
518,1758.0
519,6773.0
520,17357.0
521,1140.0
522,1063.0
523,7748.0
524,992.0
525,1999.0
526,432.0
527,802.0
528,18113.0
529,693.0
530,8742.0
531,5026.0
532,994.0
533,7762.0
534,4092.0
535,3610.0
536,802.0
537,810.0
538,14759.0
539,1197.0
540,478.0
541,2100.0
542,15562.0
543,5860.0
544,1370.0
545,7911.0
546,3365.0
547,4821.0
548,842.0
549,7911.0
550,6827.0
551,2270.0
552,1257.0
553,4038.0
554,2768.0
555,13951.0
556,4187.0
557,15819.0
558,613.0
559,10134.0
560,3923.0
561,2359.0
562,7171.0
563,3644.0
564,9462.0
565,15931.0
566,1140.0
567,8093.0
568,2155.0
569,776.0
570,1551.0
571,988.0
572,15017.0
573,720.0
574,1359.0
575,540.0
576,3131.0
577,1935.0
578,4679.0
579,878.0
580,540.0
581,941.0
582,7466.0
583,4249.0
584,2982.0
585,629.0
586,908.0
587,5405.0
588,402.0
589,675.0
590,549.0
591,8512.0
592,1116.0
593,3599.0
594,8370.0
595,802.0
596,2116.0
597,2947.0
598,1131.0
599,7553.0
600,1035.0
601,4198.0
602,492.0
603,15535.0
604,1140.0
605,4238.0
606,5885.0
607,1080.0
608,3040.0
609,1197.0
610,3230.0
611,5398.0
612,1163.0
613,1659.0
614,1002.0
615,815.0
616,938.0
617,911.0
618,982.0
619,17009.0
620,3093.0
621,9541.0
622,15312.0
623,5207.0
624,8521.0
625,4704.0
626,2251.0
627,5516.0
628,3218.0
629,988.0
630,1286.0
631,5831.0
632,873.0
633,6819.0
634,13595.0
635,5761.0
636,8013.0
637,15017.0
638,1274.0
639,1752.0
640,4778.0
641,1974.0
642,18113.0
643,8313.0
644,9955.0
645,844.0
646,3923.0
647,3218.0
648,689.0
649,4633.0
650,1191.0
651,2865.0
652,737.0
653,706.0
654,872.0
655,4451.0
656,842.0
657,911.0
658,1013.0
659,7247.0
660,709.0
661,11650.0
662,4243.0
663,775.0
664,4390.0
665,2753.0
666,1056.0
667,505.0
668,1558.0
669,11089.0
670,540.0
671,15017.0
672,4534.0
673,639.0
674,3198.0
675,5988.0
676,2553.0
677,3385.0
678,3659.0
679,13009.0
680,1415.0
681,2386.0
682,3095.0
683,4704.0
684,9965.0
685,1098.0
686,936.0
687,4769.0
688,6418.0
689,872.0
690,1827.0
691,817.0
692,4018.0
693,13096.0
694,3404.0
695,911.0
696,1614.0
697,7445.0
698,665.0
699,756.0
700,4821.0
701,13622.0
702,1721.0
703,5189.0
704,2707.0
705,1274.0
706,3173.0
707,1580.0
708,3891.0
709,8043.0
710,506.0
711,18062.0
712,2401.0
713,964.0
714,900.0
715,827.0
716,5051.0
717,1114.0
718,6004.0
719,789.0
720,8590.0
721,972.0
722,2981.0
723,10338.0
724,984.0
725,5375.0
726,435.0
727,918.0
728,1736.0
729,2374.0
730,1044.0
731,1237.0
732,2859.0
733,4610.0
734,11844.0
735,1013.0
736,1721.0
737,5967.0
738,1044.0
739,828.0
740,11455.0
741,16262.0
742,6150.0
743,505.0
744,4081.0
745,1712.0
746,2000.0
747,1156.0
748,1013.0
749,2550.0
750,537.0
751,945.0
752,1809.0
753,1017.0
754,709.0
755,5582.0
756,810.0
757,7037.0
758,2944.0
759,1080.0
760,5946.0
761,1698.0
762,13752.0
763,4591.0
764,3840.0
765,515.0
766,16544.0
767,9715.0
768,7486.0
769,1942.0
770,6064.0
771,844.0
772,12219.0
773,2233.0
774,764.0
775,4861.0
776,14256.0
777,1567.0
778,780.0
779,4441.0
780,15067.0
781,4547.0
782,675.0
783,1572.0
784,2242.0
785,1803.0
786,2822.0
787,7858.0
788,911.0
789,709.0
790,994.0
791,1742.0
792,4691.0
793,8021.0
794,4987.0
795,1063.0
796,3696.0
797,7911.0
798,1090.0
799,645.0
800,956.0
801,1000.0
802,7701.0
803,1050.0
804,764.0
805,847.0
806,18736.0
807,996.0
808,17312.0
809,640.0
810,5006.0
811,1267.0
812,1077.0
813,12483.0
814,2291.0
815,957.0
816,2631.0
817,791.0
818,4078.0
819,485.0
820,2355.0
821,5690.0
822,698.0
823,6244.0
824,1240.0
825,6393.0
826,5519.0
827,540.0
828,4338.0
829,15102.0
830,743.0
831,4691.0
832,2391.0
833,3342.0
834,2572.0
835,798.0
836,3704.0
837,857.0
838,1212.0
839,7402.0
840,8879.0
841,3235.0
842,597.0
843,5511.0
844,608.0
845,5798.0
846,956.0
847,2376.0
848,6098.0
849,9471.0
850,918.0
851,5218.0
852,478.0
853,1651.0
854,765.0
855,6947.0
856,4435.0
857,651.0
858,1163.0
859,4140.0
860,9229.0
861,773.0
862,1038.0
863,6324.0
864,857.0
865,573.0
866,921.0
867,5701.0
868,2343.0
869,3806.0
870,2262.0
871,2574.0
872,1140.0
873,4665.0
874,16274.0
875,10396.0
876,709.0
877,788.0
878,911.0
879,1915.0
880,886.0
881,2741.0
882,3889.0
883,1600.0
884,911.0
885,2657.0
886,5935.0
887,2123.0
888,497.0
889,2940.0
890,3431.0
891,2930.0
892,15164.0
893,1015.0
894,505.0
895,858.0
896,4853.0
897,866.0
898,12231.0
899,1181.0
900,588.0
901,978.0
902,1041.0
903,1621.0
904,2355.0
905,1195.0
906,4321.0
907,630.0
908,4198.0
909,869.0
910,5509.0
911,1567.0
912,605.0
913,876.0
914,816.0
915,6387.0
916,15017.0
917,802.0
918,2487.0
919,8982.0
920,8398.0
921,3961.0
922,1911.0
923,3613.0
924,1320.0
925,798.0
926,2671.0
927,939.0
928,1845.0
929,5988.0
930,1359.0
931,1737.0
932,5416.0
933,2079.0
934,3780.0
935,1646.0
936,13607.0
937,3819.0
938,4455.0
939,472.0
940,1551.0
941,2748.0
942,4819.0
943,2190.0
944,8294.0
945,2736.0
946,2606.0
947,7495.0
948,4685.0
949,765.0
950,13363.0
951,1865.0
952,5914.0
953,1631.0
954,599.0
955,4559.0
956,7594.0
957,5026.0
958,722.0
959,3625.0
960,506.0
961,2055.0
962,2100.0
963,4401.0
964,9261.0
965,2032.0
966,1723.0
967,5096.0
968,7757.0
969,8429.0
970,13752.0
971,485.0
972,5005.0
973,13047.0
974,1208.0
975,1107.0
976,5973.0
977,1390.0
978,614.0
979,596.0
980,3294.0
981,3749.0
982,1290.0
983,364.0
984,576.0
985,1723.0
986,764.0
987,1152.0
988,3819.0
989,1015.0
990,1153.0
991,1881.0
992,445.0
993,1100.0
994,6441.0
995,972.0
996,9908.0
997,11864.0
998,1261.0
999,3007.0
1000,1926.0
1001,6768.0
1002,8771.0
1003,14482.0
1004,675.0
1005,2742.0
1006,804.0
1007,1433.0
1008,957.0
1009,1592.0
1010,3977.0
1011,2728.0
1012,1076.0
1013,434.0
1014,7326.0
1015,1781.0
1016,9704.0
1017,1013.0
1018,814.0
1019,8726.0
1020,11322.0
1021,816.0
1022,3955.0
1023,1721.0
1024,574.0
1025,1105.0
1026,6541.0
1027,9450.0
1028,4591.0
1029,1381.0
1030,12561.0
1031,885.0
1032,1882.0
1033,802.0
1034,491.0
1035,12539.0
1036,1607.0
1037,2919.0
1038,943.0
1039,720.0
1040,1069.0
1041,1056.0
1042,743.0
1043,1813.0
1044,2375.0
1045,730.0
1046,2426.0
1047,949.0
1048,1030.0
1049,1063.0
1050,3782.0
1051,1079.0
1052,1092.0
1053,1736.0
1054,9891.0
1055,921.0
1056,12654.0
1057,562.0
1058,2986.0
1059,6999.0
1060,1947.0
1061,874.0
1062,1562.0
1063,3033.0
1064,3328.0
1065,900.0
1066,10221.0
1067,772.0
1068,3018.0
1069,4249.0
1070,4462.0
1071,863.0
1072,4466.0
1073,15017.0
1074,3296.0
1075,4847.0
1076,631.0
1077,2184.0
1078,804.0
1079,709.0
1080,3203.0
1081,4872.0
1082,8868.0
1083,2501.0
1084,17676.0
1085,6354.0
1086,5174.0
1087,966.0
1088,1583.0
1089,2068.0
1090,1061.0
1091,2160.0
1092,4504.0
1093,840.0
1094,7227.0
1095,942.0
1096,982.0
1097,2355.0
1098,930.0
1099,11702.0
1100,891.0
1101,1562.0
1102,3765.0
1103,1580.0
1104,6121.0
1105,485.0
1106,2065.0
1107,998.0
1108,11229.0
1109,1546.0
1110,9467.0
1111,3165.0
1112,958.0
1113,12338.0
1114,2577.0
1115,2965.0
1116,5266.0
1117,2041.0
1118,4410.0
1119,2386.0
1120,5007.0
1121,4032.0
1122,3822.0
1123,454.0
1124,7389.0
1125,3996.0
1126,3370.0
1127,982.0
1128,644.0
1129,3551.0
1130,7991.0
1131,3407.0
1132,12945.0
1133,797.0
1134,1722.0
1135,911.0
1136,3360.0
1137,789.0
1138,16073.0
1139,660.0
1140,698.0
1141,9704.0
1142,598.0
1143,8611.0
1144,3146.0
1145,1368.0
1146,821.0
1147,1163.0
1148,1974.0
1149,3950.0
1150,11146.0
1151,16512.0
1152,1034.0
1153,8004.0
1154,9955.0
1155,999.0
1156,1236.0
1157,1577.0
1158,780.0
1159,7472.0
1160,6397.0
